booking_id,hotel_id,hotel_name,room_type,nights,price_per_night,check_in,status
3443,H035,Hotel c,Deluxe,10,58,2024-06-09,confirmed
27,H001,Hotel A,Suite,6,419,2024-08-09,confirmed
2209,H023,Hotel W,Single,2,276,2024-06-01,confirmed
2295,H023,Hotel W,Single,5,156,2024-02-14,confirmed
3558,H036,Hotel d,Suite,7,465,2024-03-25,confirmed
4257,H043,Hotel k,Single,7,315,2024-12-05,confirmed
3069,H031,Hotel _,Single,2,138,2024-10-28,canceled
2334,H024,Hotel X,Deluxe,3,357,2024-04-02,confirmed
3665,H037,Hotel e,Double,8,414,2024-11-04,confirmed
2079,H021,Hotel U,Double,6,253,2024-05-26,confirmed
4515,H046,Hotel n,Deluxe,1,368,2024-08-23,confirmed
4839,H049,Hotel q,Double,1,244,2024-12-27,canceled
159,H002,Hotel B,Single,3,84,2024-05-09,canceled
3623,H037,Hotel e,Single,3,452,2024-04-07,confirmed
1655,H017,Hotel Q,Suite,1,196,2024-10-03,confirmed
292,H003,Hotel C,Suite,5,445,2024-07-07,canceled
3104,H032,Hotel `,Single,3,124,2024-11-19,confirmed
1830,H019,Hotel S,Double,9,191,2024-03-12,confirmed
3383,H034,Hotel b,Deluxe,10,120,2024-12-23,confirmed
2075,H021,Hotel U,Deluxe,1,308,2024-08-15,confirmed
2759,H028,Hotel \,Double,1,276,2024-10-08,canceled
3856,H039,Hotel g,Suite,9,412,2024-02-01,confirmed
2138,H022,Hotel V,Single,10,52,2024-08-12,confirmed
3485,H035,Hotel c,Deluxe,10,224,2024-04-17,confirmed
718,H008,Hotel H,Deluxe,5,333,2024-06-05,confirmed
4308,H044,Hotel l,Deluxe,5,478,2024-07-05,confirmed
2635,H027,Hotel [,Double,8,470,2024-04-18,confirmed
4801,H049,Hotel q,Suite,9,170,2024-05-25,confirmed
2930,H030,Hotel ^,Suite,5,354,2024-12-19,canceled
2913,H030,Hotel ^,Deluxe,4,227,2024-08-07,confirmed
3150,H032,Hotel `,Deluxe,10,236,2024-09-18,confirmed
1577,H016,Hotel P,Single,4,345,2024-05-23,confirmed
3401,H035,Hotel c,Single,5,134,2024-12-28,confirmed
561,H006,Hotel F,Single,5,135,2024-11-26,confirmed
1873,H019,Hotel S,Double,7,366,2024-05-17,canceled
590,H006,Hotel F,Deluxe,10,309,2024-02-10,confirmed
4000,H040,Hotel h,Double,6,172,2024-08-02,canceled
25,H001,Hotel A,Single,7,124,2024-09-26,confirmed
3795,H038,Hotel f,Deluxe,4,291,2024-03-17,confirmed
1055,H011,Hotel K,Suite,2,458,2024-12-09,confirmed
42,H001,Hotel A,Deluxe,9,361,2024-11-24,confirmed
3960,H040,Hotel h,Double,5,187,2024-01-11,confirmed
301,H004,Hotel D,Double,3,326,2024-04-14,confirmed
4703,H048,Hotel p,Suite,1,144,2024-11-07,confirmed
2170,H022,Hotel V,Suite,8,59,2024-04-04,confirmed
4226,H043,Hotel k,Double,4,263,2024-10-05,confirmed
4688,H047,Hotel o,Deluxe,1,272,2024-02-24,canceled
2578,H026,Hotel Z,Deluxe,9,241,2024-11-02,confirmed
3021,H031,Hotel _,Single,4,235,2024-01-25,confirmed
1627,H017,Hotel Q,Deluxe,7,75,2024-02-07,confirmed
2257,H023,Hotel W,Deluxe,7,361,2024-04-26,canceled
3049,H031,Hotel _,Double,4,251,2024-12-03,confirmed
3913,H040,Hotel h,Deluxe,7,438,2024-08-06,confirmed
395,H004,Hotel D,Suite,8,364,2024-08-01,confirmed
204,H003,Hotel C,Deluxe,3,202,2024-05-13,confirmed
2296,H023,Hotel W,Single,7,129,2024-08-03,confirmed
4210,H043,Hotel k,Single,3,400,2024-02-21,confirmed
2281,H023,Hotel W,Single,3,192,2024-05-20,confirmed
2788,H028,Hotel \,Double,9,411,2024-06-26,confirmed
2883,H029,Hotel ],Deluxe,5,75,2024-05-01,confirmed
1796,H018,Hotel R,Single,10,251,2024-04-15,confirmed
1292,H013,Hotel M,Deluxe,9,300,2024-03-11,confirmed
927,H010,Hotel J,Suite,3,267,2024-04-03,canceled
1347,H014,Hotel N,Single,9,169,2024-09-07,confirmed
2983,H030,Hotel ^,Single,8,92,2024-04-19,confirmed
3706,H038,Hotel f,Deluxe,2,211,2024-12-10,canceled
4727,H048,Hotel p,Single,5,70,2024-04-19,confirmed
4456,H045,Hotel m,Single,4,253,2024-03-03,confirmed
3273,H033,Hotel a,Suite,7,303,2024-01-17,confirmed
4937,H050,Hotel r,Suite,2,373,2024-09-22,confirmed
852,H009,Hotel I,Single,6,270,2024-09-21,confirmed
2776,H028,Hotel \,Double,8,406,2024-02-02,confirmed
4407,H045,Hotel m,Deluxe,6,205,2024-02-22,confirmed
2164,H022,Hotel V,Single,9,96,2024-05-25,confirmed
4597,H046,Hotel n,Suite,8,122,2024-11-28,canceled
4983,H050,Hotel r,Single,1,52,2024-10-07,confirmed
3561,H036,Hotel d,Suite,3,418,2024-04-04,canceled
1022,H011,Hotel K,Double,10,384,2024-05-14,confirmed
2101,H022,Hotel V,Double,8,53,2024-08-04,confirmed
4063,H041,Hotel i,Deluxe,6,66,2024-01-03,confirmed
2287,H023,Hotel W,Suite,7,75,2024-11-05,confirmed
257,H003,Hotel C,Double,10,197,2024-02-24,confirmed
3253,H033,Hotel a,Deluxe,9,215,2024-12-07,canceled
3387,H034,Hotel b,Suite,1,438,2024-02-03,confirmed
4336,H044,Hotel l,Suite,2,66,2024-01-22,confirmed
1184,H012,Hotel L,Deluxe,6,64,2024-10-04,confirmed
1477,H015,Hotel O,Double,2,444,2024-04-04,confirmed
1707,H018,Hotel R,Double,1,310,2024-12-27,canceled
747,H008,Hotel H,Double,8,216,2024-10-05,confirmed
1382,H014,Hotel N,Suite,4,303,2024-08-07,confirmed
516,H006,Hotel F,Double,9,266,2024-07-27,confirmed
4109,H042,Hotel j,Single,2,65,2024-08-16,confirmed
3088,H031,Hotel _,Deluxe,4,415,2024-09-26,canceled
1709,H018,Hotel R,Suite,2,461,2024-08-13,canceled
3876,H039,Hotel g,Double,4,67,2024-04-27,confirmed
4271,H043,Hotel k,Single,7,481,2024-06-21,confirmed
3778,H038,Hotel f,Double,1,117,2024-06-09,confirmed
2284,H023,Hotel W,Deluxe,1,112,2024-12-24,canceled
4929,H050,Hotel r,Deluxe,7,483,2024-09-03,canceled
3370,H034,Hotel b,Suite,6,385,2024-10-03,confirmed
3457,H035,Hotel c,Single,9,294,2024-09-19,confirmed
535,H006,Hotel F,Suite,6,60,2024-06-09,confirmed
3821,H039,Hotel g,Single,4,333,2024-12-23,confirmed
2110,H022,Hotel V,Deluxe,6,247,2024-03-05,confirmed
3601,H037,Hotel e,Deluxe,7,472,2024-07-14,canceled
404,H005,Hotel E,Double,7,461,2024-05-10,confirmed
1753,H018,Hotel R,Double,1,314,2024-06-19,confirmed
200,H002,Hotel B,Deluxe,8,346,2024-12-03,confirmed
2347,H024,Hotel X,Double,8,225,2024-09-08,confirmed
1649,H017,Hotel Q,Double,10,269,2024-06-19,confirmed
3120,H032,Hotel `,Double,8,460,2024-12-27,confirmed
2274,H023,Hotel W,Single,3,270,2024-02-20,confirmed
2388,H024,Hotel X,Double,1,343,2024-06-13,canceled
3488,H035,Hotel c,Deluxe,7,458,2024-10-15,confirmed
3842,H039,Hotel g,Single,2,435,2024-04-01,confirmed
4212,H043,Hotel k,Deluxe,9,474,2024-10-01,confirmed
2961,H030,Hotel ^,Deluxe,8,236,2024-07-13,confirmed
1689,H017,Hotel Q,Deluxe,2,319,2024-07-05,confirmed
2594,H026,Hotel Z,Suite,9,89,2024-02-09,confirmed
995,H010,Hotel J,Deluxe,3,172,2024-08-23,confirmed
3229,H033,Hotel a,Suite,2,337,2024-01-04,confirmed
140,H002,Hotel B,Deluxe,1,455,2024-04-11,canceled
539,H006,Hotel F,Single,9,159,2024-04-10,canceled
3332,H034,Hotel b,Deluxe,1,471,2024-03-15,canceled
2773,H028,Hotel \,Deluxe,9,92,2024-05-28,confirmed
4440,H045,Hotel m,Suite,6,116,2024-03-17,confirmed
1175,H012,Hotel L,Suite,7,394,2024-06-08,confirmed
1911,H020,Hotel T,Double,3,344,2024-09-20,canceled
2475,H025,Hotel Y,Suite,6,344,2024-03-28,confirmed
3972,H040,Hotel h,Suite,10,217,2024-09-24,confirmed
2376,H024,Hotel X,Double,5,150,2024-07-18,canceled
1805,H019,Hotel S,Deluxe,1,226,2024-08-11,confirmed
1896,H019,Hotel S,Double,8,292,2024-04-13,confirmed
3028,H031,Hotel _,Suite,5,107,2024-06-17,confirmed
623,H007,Hotel G,Deluxe,10,246,2024-12-05,confirmed
2527,H026,Hotel Z,Double,3,353,2024-06-28,confirmed
4268,H043,Hotel k,Suite,1,190,2024-07-04,confirmed
1354,H014,Hotel N,Single,6,190,2024-05-07,confirmed
3537,H036,Hotel d,Double,2,287,2024-02-26,confirmed
4885,H049,Hotel q,Deluxe,8,485,2024-02-16,confirmed
3786,H038,Hotel f,Deluxe,2,311,2024-11-02,confirmed
1281,H013,Hotel M,Deluxe,1,425,2024-05-18,confirmed
2015,H021,Hotel U,Suite,5,174,2024-02-10,confirmed
3489,H035,Hotel c,Double,1,355,2024-05-09,canceled
1600,H016,Hotel P,Double,9,398,2024-02-03,confirmed
2393,H024,Hotel X,Double,10,434,2024-07-24,confirmed
1277,H013,Hotel M,Single,4,374,2024-12-27,confirmed
2264,H023,Hotel W,Single,4,69,2024-08-04,confirmed
1791,H018,Hotel R,Double,5,172,2024-09-16,confirmed
1962,H020,Hotel T,Double,6,471,2024-10-27,confirmed
1252,H013,Hotel M,Single,5,218,2024-02-09,canceled
3830,H039,Hotel g,Suite,9,142,2024-01-20,confirmed
2291,H023,Hotel W,Single,5,91,2024-03-08,confirmed
332,H004,Hotel D,Single,3,473,2024-06-27,confirmed
4349,H044,Hotel l,Deluxe,2,148,2024-03-08,confirmed
4655,H047,Hotel o,Double,4,437,2024-07-19,confirmed
1449,H015,Hotel O,Single,6,277,2024-09-26,confirmed
3000,H030,Hotel ^,Double,7,154,2024-09-23,canceled
1947,H020,Hotel T,Double,2,375,2024-12-11,confirmed
3906,H040,Hotel h,Deluxe,10,264,2024-06-19,canceled
4789,H048,Hotel p,Deluxe,10,476,2024-10-28,canceled
316,H004,Hotel D,Double,5,133,2024-04-09,confirmed
2629,H027,Hotel [,Single,1,434,2024-05-25,confirmed
29,H001,Hotel A,Double,1,100,2024-10-22,confirmed
4502,H046,Hotel n,Deluxe,5,223,2024-01-28,confirmed
1452,H015,Hotel O,Deluxe,4,378,2024-01-14,confirmed
4272,H043,Hotel k,Suite,10,156,2024-07-14,confirmed
3933,H040,Hotel h,Double,4,59,2024-09-13,confirmed
4452,H045,Hotel m,Suite,6,384,2024-11-15,confirmed
19,H001,Hotel A,Single,2,62,2024-08-11,confirmed
1480,H015,Hotel O,Single,6,245,2024-03-03,confirmed
1767,H018,Hotel R,Single,5,496,2024-12-24,confirmed
1651,H017,Hotel Q,Single,6,225,2024-12-10,canceled
847,H009,Hotel I,Double,4,325,2024-12-22,canceled
4999,H050,Hotel r,Single,4,432,2024-01-13,confirmed
3650,H037,Hotel e,Single,8,167,2024-05-09,confirmed
2787,H028,Hotel \,Suite,1,432,2024-12-21,confirmed
2214,H023,Hotel W,Single,10,461,2024-09-09,confirmed
4406,H045,Hotel m,Double,4,88,2024-08-06,confirmed
2513,H026,Hotel Z,Double,8,299,2024-11-27,canceled
4029,H041,Hotel i,Deluxe,2,489,2024-05-24,canceled
2417,H025,Hotel Y,Single,7,218,2024-05-01,confirmed
3852,H039,Hotel g,Deluxe,3,74,2024-06-18,confirmed
4829,H049,Hotel q,Double,2,238,2024-11-25,confirmed
3054,H031,Hotel _,Single,8,111,2024-06-22,confirmed
4270,H043,Hotel k,Deluxe,10,342,2024-01-19,confirmed
3357,H034,Hotel b,Deluxe,4,309,2024-07-02,confirmed
3275,H033,Hotel a,Suite,1,357,2024-06-25,confirmed
3347,H034,Hotel b,Single,10,133,2024-03-12,confirmed
2651,H027,Hotel [,Suite,8,496,2024-12-05,canceled
3583,H036,Hotel d,Double,1,300,2024-12-11,confirmed
3584,H036,Hotel d,Deluxe,4,71,2024-01-17,canceled
3136,H032,Hotel `,Deluxe,3,102,2024-01-06,confirmed
3702,H038,Hotel f,Deluxe,10,259,2024-09-16,confirmed
3761,H038,Hotel f,Suite,8,439,2024-04-21,confirmed
3019,H031,Hotel _,Suite,4,410,2024-06-15,confirmed
2167,H022,Hotel V,Deluxe,8,448,2024-06-08,confirmed
3085,H031,Hotel _,Suite,2,310,2024-08-04,canceled
4461,H045,Hotel m,Suite,1,233,2024-11-21,confirmed
3388,H034,Hotel b,Suite,9,451,2024-06-02,confirmed
767,H008,Hotel H,Suite,2,481,2024-10-04,confirmed
4757,H048,Hotel p,Single,3,379,2024-02-04,confirmed
651,H007,Hotel G,Deluxe,1,478,2024-09-08,confirmed
2006,H021,Hotel U,Deluxe,5,403,2024-09-25,confirmed
2465,H025,Hotel Y,Deluxe,7,468,2024-03-22,confirmed
4005,H041,Hotel i,Single,10,85,2024-01-24,confirmed
1824,H019,Hotel S,Deluxe,8,185,2024-09-26,confirmed
3308,H034,Hotel b,Single,3,346,2024-10-13,canceled
1191,H012,Hotel L,Double,6,410,2024-03-14,confirmed
1293,H013,Hotel M,Suite,7,406,2024-12-14,confirmed
199,H002,Hotel B,Single,3,73,2024-04-07,canceled
1275,H013,Hotel M,Deluxe,3,239,2024-05-18,confirmed
4528,H046,Hotel n,Single,6,51,2024-11-09,confirmed
2907,H030,Hotel ^,Single,8,235,2024-10-05,confirmed
4025,H041,Hotel i,Suite,4,477,2024-04-26,confirmed
3897,H039,Hotel g,Suite,1,263,2024-03-14,confirmed
4203,H043,Hotel k,Double,8,413,2024-10-14,confirmed
4273,H043,Hotel k,Single,5,412,2024-06-18,canceled
1868,H019,Hotel S,Deluxe,8,70,2024-03-17,confirmed
247,H003,Hotel C,Double,6,215,2024-04-17,confirmed
1403,H015,Hotel O,Deluxe,9,404,2024-05-04,confirmed
918,H010,Hotel J,Single,5,260,2024-04-27,confirmed
3343,H034,Hotel b,Single,9,365,2024-01-04,canceled
3783,H038,Hotel f,Double,4,489,2024-10-28,confirmed
4766,H048,Hotel p,Deluxe,3,500,2024-01-02,confirmed
2072,H021,Hotel U,Double,8,143,2024-03-07,confirmed
1945,H020,Hotel T,Single,2,244,2024-11-04,confirmed
757,H008,Hotel H,Suite,4,440,2024-10-05,confirmed
963,H010,Hotel J,Double,7,423,2024-07-19,confirmed
2290,H023,Hotel W,Single,6,183,2024-10-21,confirmed
1331,H014,Hotel N,Single,3,197,2024-08-20,canceled
4536,H046,Hotel n,Double,2,461,2024-06-03,confirmed
1005,H011,Hotel K,Deluxe,6,267,2024-03-26,confirmed
4866,H049,Hotel q,Suite,6,287,2024-11-22,confirmed
2617,H027,Hotel [,Single,10,325,2024-10-20,confirmed
3206,H033,Hotel a,Suite,10,195,2024-04-10,confirmed
1261,H013,Hotel M,Single,10,364,2024-06-02,confirmed
1443,H015,Hotel O,Suite,7,331,2024-07-21,confirmed
2616,H027,Hotel [,Double,2,206,2024-12-24,confirmed
725,H008,Hotel H,Deluxe,10,484,2024-01-04,confirmed
346,H004,Hotel D,Double,6,398,2024-02-19,confirmed
4225,H043,Hotel k,Double,4,300,2024-08-04,confirmed
33,H001,Hotel A,Double,1,182,2024-01-02,confirmed
4670,H047,Hotel o,Suite,6,110,2024-02-01,confirmed
4765,H048,Hotel p,Deluxe,5,274,2024-11-23,confirmed
905,H010,Hotel J,Suite,3,364,2024-05-16,confirmed
4629,H047,Hotel o,Double,1,162,2024-04-01,confirmed
13,H001,Hotel A,Deluxe,9,424,2024-09-08,confirmed
1114,H012,Hotel L,Double,8,345,2024-03-06,canceled
2614,H027,Hotel [,Double,9,401,2024-04-02,confirmed
1467,H015,Hotel O,Single,10,363,2024-07-11,confirmed
2413,H025,Hotel Y,Deluxe,7,488,2024-02-18,canceled
242,H003,Hotel C,Deluxe,4,482,2024-07-10,canceled
985,H010,Hotel J,Suite,9,343,2024-03-26,canceled
2403,H025,Hotel Y,Deluxe,8,110,2024-05-14,confirmed
1099,H011,Hotel K,Double,7,145,2024-03-02,confirmed
2316,H024,Hotel X,Deluxe,10,251,2024-12-18,confirmed
3365,H034,Hotel b,Deluxe,1,450,2024-10-07,confirmed
4657,H047,Hotel o,Suite,6,365,2024-01-27,canceled
4751,H048,Hotel p,Single,3,467,2024-06-19,canceled
3672,H037,Hotel e,Single,2,445,2024-05-20,confirmed
1815,H019,Hotel S,Single,8,370,2024-08-02,confirmed
4561,H046,Hotel n,Double,3,253,2024-04-19,confirmed
3822,H039,Hotel g,Single,2,72,2024-07-27,canceled
4361,H044,Hotel l,Single,1,197,2024-03-28,canceled
359,H004,Hotel D,Suite,10,391,2024-05-20,canceled
4354,H044,Hotel l,Suite,10,358,2024-08-19,confirmed
3508,H036,Hotel d,Single,6,276,2024-12-15,confirmed
4040,H041,Hotel i,Deluxe,8,264,2024-05-03,confirmed
632,H007,Hotel G,Double,10,212,2024-07-24,confirmed
195,H002,Hotel B,Suite,1,388,2024-11-27,confirmed
612,H007,Hotel G,Deluxe,1,215,2024-05-21,confirmed
4738,H048,Hotel p,Double,2,163,2024-05-08,confirmed
803,H009,Hotel I,Suite,7,128,2024-10-25,confirmed
1685,H017,Hotel Q,Double,7,72,2024-09-20,confirmed
555,H006,Hotel F,Single,10,279,2024-07-01,canceled
18,H001,Hotel A,Double,10,354,2024-11-14,confirmed
4187,H042,Hotel j,Deluxe,4,214,2024-03-05,confirmed
4067,H041,Hotel i,Single,3,454,2024-02-27,confirmed
3449,H035,Hotel c,Deluxe,7,353,2024-05-14,canceled
2232,H023,Hotel W,Suite,8,422,2024-12-25,confirmed
2480,H025,Hotel Y,Single,10,125,2024-01-03,confirmed
1415,H015,Hotel O,Single,8,114,2024-02-05,confirmed
624,H007,Hotel G,Double,10,305,2024-12-13,canceled
391,H004,Hotel D,Double,3,60,2024-06-16,confirmed
1148,H012,Hotel L,Deluxe,6,211,2024-01-18,confirmed
1926,H020,Hotel T,Single,9,483,2024-08-15,confirmed
387,H004,Hotel D,Suite,6,397,2024-07-20,confirmed
602,H007,Hotel G,Suite,1,54,2024-03-17,confirmed
2366,H024,Hotel X,Double,7,247,2024-06-14,canceled
1732,H018,Hotel R,Suite,7,445,2024-05-04,canceled
4188,H042,Hotel j,Deluxe,8,162,2024-10-08,confirmed
3521,H036,Hotel d,Single,8,321,2024-09-05,canceled
3717,H038,Hotel f,Deluxe,10,395,2024-11-25,confirmed
1529,H016,Hotel P,Double,2,73,2024-11-18,confirmed
3089,H031,Hotel _,Suite,4,83,2024-07-08,canceled
114,H002,Hotel B,Suite,5,209,2024-09-17,confirmed
1126,H012,Hotel L,Single,3,463,2024-08-17,confirmed
1145,H012,Hotel L,Deluxe,4,274,2024-02-23,confirmed
2537,H026,Hotel Z,Deluxe,10,190,2024-12-22,confirmed
2545,H026,Hotel Z,Suite,1,309,2024-07-15,confirmed
4367,H044,Hotel l,Double,1,323,2024-06-12,confirmed
4740,H048,Hotel p,Double,6,198,2024-03-02,confirmed
1770,H018,Hotel R,Deluxe,10,121,2024-07-19,confirmed
2104,H022,Hotel V,Suite,9,447,2024-10-20,confirmed
2620,H027,Hotel [,Deluxe,3,273,2024-06-12,confirmed
796,H008,Hotel H,Double,1,83,2024-02-14,confirmed
2608,H027,Hotel [,Deluxe,7,296,2024-08-24,confirmed
932,H010,Hotel J,Deluxe,4,93,2024-09-05,confirmed
3474,H035,Hotel c,Single,5,54,2024-07-07,confirmed
4894,H049,Hotel q,Double,7,60,2024-07-08,confirmed
3256,H033,Hotel a,Suite,5,352,2024-10-17,canceled
279,H003,Hotel C,Single,6,175,2024-07-25,confirmed
2634,H027,Hotel [,Double,4,100,2024-10-22,confirmed
2954,H030,Hotel ^,Single,4,344,2024-07-07,canceled
3051,H031,Hotel _,Deluxe,6,269,2024-05-22,confirmed
4759,H048,Hotel p,Double,8,64,2024-03-24,confirmed
3222,H033,Hotel a,Single,8,364,2024-10-26,confirmed
4173,H042,Hotel j,Deluxe,5,342,2024-02-15,canceled
4547,H046,Hotel n,Suite,7,321,2024-06-18,confirmed
479,H005,Hotel E,Single,2,398,2024-11-28,confirmed
4142,H042,Hotel j,Double,6,133,2024-07-09,confirmed
3689,H037,Hotel e,Double,6,125,2024-06-14,confirmed
2176,H022,Hotel V,Suite,10,352,2024-06-21,canceled
3058,H031,Hotel _,Deluxe,2,181,2024-08-10,canceled
244,H003,Hotel C,Single,5,252,2024-05-17,confirmed
1278,H013,Hotel M,Suite,10,458,2024-10-07,canceled
4691,H047,Hotel o,Double,9,146,2024-06-12,canceled
362,H004,Hotel D,Suite,10,122,2024-06-20,confirmed
1555,H016,Hotel P,Single,3,407,2024-11-25,confirmed
634,H007,Hotel G,Suite,10,53,2024-07-01,confirmed
1872,H019,Hotel S,Deluxe,8,293,2024-04-06,canceled
4710,H048,Hotel p,Deluxe,5,215,2024-07-09,confirmed
540,H006,Hotel F,Deluxe,6,188,2024-05-10,confirmed
1232,H013,Hotel M,Suite,2,303,2024-02-27,confirmed
139,H002,Hotel B,Double,9,299,2024-12-23,canceled
3077,H031,Hotel _,Deluxe,5,156,2024-05-12,confirmed
1839,H019,Hotel S,Deluxe,3,466,2024-10-14,confirmed
656,H007,Hotel G,Double,10,195,2024-10-23,confirmed
4624,H047,Hotel o,Single,1,206,2024-10-12,confirmed
294,H003,Hotel C,Suite,5,352,2024-02-23,confirmed
1779,H018,Hotel R,Suite,10,297,2024-08-26,confirmed
1551,H016,Hotel P,Deluxe,8,326,2024-03-06,confirmed
2397,H024,Hotel X,Double,7,55,2024-12-26,confirmed
4233,H043,Hotel k,Double,2,319,2024-11-12,confirmed
986,H010,Hotel J,Single,7,104,2024-02-14,confirmed
1605,H017,Hotel Q,Double,4,491,2024-05-03,confirmed
131,H002,Hotel B,Deluxe,10,142,2024-12-04,confirmed
1641,H017,Hotel Q,Deluxe,4,182,2024-06-03,confirmed
949,H010,Hotel J,Single,4,339,2024-11-18,confirmed
3092,H031,Hotel _,Suite,1,127,2024-05-13,confirmed
3707,H038,Hotel f,Single,6,312,2024-08-24,confirmed
3567,H036,Hotel d,Deluxe,2,193,2024-02-05,confirmed
3167,H032,Hotel `,Double,8,423,2024-05-21,confirmed
1622,H017,Hotel Q,Suite,2,162,2024-03-02,confirmed
1225,H013,Hotel M,Single,9,163,2024-09-26,confirmed
1798,H018,Hotel R,Suite,7,200,2024-11-03,confirmed
3991,H040,Hotel h,Single,9,236,2024-03-20,confirmed
1800,H018,Hotel R,Double,6,271,2024-01-14,confirmed
556,H006,Hotel F,Suite,6,152,2024-05-10,confirmed
3416,H035,Hotel c,Double,2,446,2024-10-18,confirmed
2664,H027,Hotel [,Single,9,386,2024-10-21,confirmed
859,H009,Hotel I,Double,3,247,2024-04-08,confirmed
571,H006,Hotel F,Deluxe,4,487,2024-02-07,confirmed
4429,H045,Hotel m,Suite,8,257,2024-03-19,canceled
2792,H028,Hotel \,Deluxe,1,149,2024-09-22,confirmed
1660,H017,Hotel Q,Single,3,477,2024-08-19,confirmed
3360,H034,Hotel b,Double,3,57,2024-02-10,confirmed
1721,H018,Hotel R,Deluxe,6,159,2024-07-03,canceled
2791,H028,Hotel \,Suite,9,488,2024-04-23,confirmed
2506,H026,Hotel Z,Suite,7,448,2024-10-28,confirmed
3481,H035,Hotel c,Suite,10,319,2024-06-05,confirmed
3185,H032,Hotel `,Double,2,493,2024-02-09,confirmed
385,H004,Hotel D,Single,3,286,2024-07-20,confirmed
2151,H022,Hotel V,Single,7,175,2024-07-12,confirmed
1999,H020,Hotel T,Double,4,298,2024-04-04,confirmed
4849,H049,Hotel q,Double,1,468,2024-12-08,confirmed
3452,H035,Hotel c,Suite,6,401,2024-08-13,confirmed
1931,H020,Hotel T,Single,2,409,2024-03-27,confirmed
1170,H012,Hotel L,Deluxe,3,216,2024-03-01,confirmed
1326,H014,Hotel N,Single,2,58,2024-06-15,confirmed
2529,H026,Hotel Z,Single,9,299,2024-08-25,canceled
4326,H044,Hotel l,Suite,3,103,2024-12-19,canceled
4364,H044,Hotel l,Double,4,455,2024-10-03,confirmed
2310,H024,Hotel X,Double,1,313,2024-12-19,canceled
3802,H039,Hotel g,Double,5,341,2024-01-07,confirmed
2971,H030,Hotel ^,Deluxe,9,154,2024-05-13,confirmed
3348,H034,Hotel b,Double,4,436,2024-09-14,canceled
4973,H050,Hotel r,Single,7,415,2024-08-14,confirmed
4875,H049,Hotel q,Suite,4,328,2024-10-05,confirmed
1393,H014,Hotel N,Deluxe,5,458,2024-08-10,confirmed
4647,H047,Hotel o,Double,3,67,2024-10-11,confirmed
1310,H014,Hotel N,Suite,8,318,2024-04-12,confirmed
3277,H033,Hotel a,Double,10,82,2024-05-07,confirmed
4550,H046,Hotel n,Deluxe,6,438,2024-06-08,canceled
4513,H046,Hotel n,Single,10,455,2024-05-10,canceled
2582,H026,Hotel Z,Suite,3,457,2024-11-12,confirmed
768,H008,Hotel H,Suite,7,471,2024-09-22,confirmed
2516,H026,Hotel Z,Deluxe,3,104,2024-06-23,confirmed
4467,H045,Hotel m,Single,7,238,2024-02-05,confirmed
4514,H046,Hotel n,Single,8,435,2024-11-10,canceled
1944,H020,Hotel T,Suite,1,361,2024-12-18,canceled
1520,H016,Hotel P,Double,4,239,2024-03-11,confirmed
779,H008,Hotel H,Suite,9,86,2024-10-25,confirmed
3882,H039,Hotel g,Double,3,103,2024-10-11,confirmed
3310,H034,Hotel b,Suite,5,427,2024-03-11,confirmed
936,H010,Hotel J,Double,8,441,2024-10-12,confirmed
557,H006,Hotel F,Suite,2,448,2024-12-19,confirmed
105,H002,Hotel B,Double,1,412,2024-05-13,confirmed
2125,H022,Hotel V,Single,5,62,2024-06-11,confirmed
2120,H022,Hotel V,Deluxe,7,392,2024-06-08,confirmed
1788,H018,Hotel R,Deluxe,5,138,2024-02-11,confirmed
1433,H015,Hotel O,Double,4,466,2024-09-09,confirmed
4632,H047,Hotel o,Suite,9,483,2024-01-01,confirmed
695,H007,Hotel G,Suite,8,280,2024-08-04,confirmed
2777,H028,Hotel \,Single,5,107,2024-11-12,confirmed
3631,H037,Hotel e,Double,3,130,2024-09-23,canceled
3111,H032,Hotel `,Double,4,384,2024-09-26,confirmed
854,H009,Hotel I,Deluxe,6,226,2024-05-25,confirmed
4815,H049,Hotel q,Double,3,203,2024-12-09,confirmed
713,H008,Hotel H,Single,5,180,2024-06-04,confirmed
3983,H040,Hotel h,Deluxe,7,306,2024-07-27,canceled
1909,H020,Hotel T,Deluxe,4,255,2024-07-21,confirmed
3030,H031,Hotel _,Deluxe,3,344,2024-06-21,confirmed
2740,H028,Hotel \,Suite,8,154,2024-11-07,confirmed
211,H003,Hotel C,Suite,8,208,2024-06-07,confirmed
3685,H037,Hotel e,Single,9,489,2024-08-19,confirmed
2329,H024,Hotel X,Suite,4,397,2024-12-15,confirmed
2236,H023,Hotel W,Double,9,294,2024-04-17,canceled
4911,H050,Hotel r,Single,1,268,2024-10-03,confirmed
483,H005,Hotel E,Deluxe,4,178,2024-12-09,confirmed
1637,H017,Hotel Q,Suite,2,103,2024-01-16,confirmed
1759,H018,Hotel R,Suite,3,240,2024-09-26,confirmed
4033,H041,Hotel i,Suite,5,73,2024-05-14,canceled
2560,H026,Hotel Z,Double,10,499,2024-02-12,confirmed
3464,H035,Hotel c,Double,10,260,2024-02-21,confirmed
1957,H020,Hotel T,Single,10,393,2024-01-19,confirmed
4659,H047,Hotel o,Double,10,205,2024-01-24,canceled
2054,H021,Hotel U,Single,1,472,2024-07-22,confirmed
3409,H035,Hotel c,Single,2,498,2024-10-25,confirmed
